,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,prediction
2413,32,technician,single,tertiary,no,930,no,no,cellular,27,aug,85,7,-1,0,unknown,no,0.0
2414,27,management,single,tertiary,no,0,yes,no,cellular,30,jan,323,4,-1,0,unknown,no,0.0
2415,58,blue-collar,married,primary,no,73,no,no,unknown,17,jun,116,1,-1,0,unknown,no,0.0
2416,46,retired,married,primary,no,-35,yes,no,cellular,7,may,304,3,-1,0,unknown,no,1.0
2417,28,management,single,tertiary,no,1351,no,no,cellular,10,dec,267,1,-1,0,unknown,no,1.0
2418,39,services,married,primary,no,1601,yes,no,unknown,23,may,201,2,-1,0,unknown,no,1.0
2419,41,services,married,unknown,no,88,yes,no,cellular,11,may,105,1,336,2,failure,no,1.0
2420,38,services,married,secondary,no,435,yes,no,unknown,23,may,193,2,-1,0,unknown,no,0.0
2421,50,unemployed,divorced,secondary,no,717,yes,no,cellular,30,jan,113,1,-1,0,unknown,no,0.0
2422,56,services,married,secondary,no,705,yes,no,unknown,29,may,151,2,-1,0,unknown,no,0.0
2423,34,technician,married,secondary,no,1553,no,no,cellular,20,aug,200,2,-1,0,unknown,no,1.0
2424,33,blue-collar,divorced,secondary,no,-131,yes,no,unknown,16,may,145,1,-1,0,unknown,no,0.0
2425,61,technician,married,secondary,no,1191,no,no,cellular,21,may,214,4,-1,0,unknown,yes,1.0
2426,36,admin.,single,secondary,no,47,no,yes,cellular,9,jul,36,6,-1,0,unknown,no,0.0
2427,34,technician,married,tertiary,no,544,yes,yes,cellular,18,nov,58,2,-1,0,unknown,no,0.0
2428,36,blue-collar,married,secondary,no,688,yes,no,unknown,6,may,174,2,-1,0,unknown,no,1.0
2429,45,management,married,tertiary,no,242,no,no,cellular,30,apr,587,1,-1,0,unknown,yes,1.0
2430,27,student,single,tertiary,no,118,no,no,cellular,25,may,112,1,-1,0,unknown,no,1.0
2431,45,admin.,married,secondary,no,-388,yes,no,cellular,14,jul,175,2,-1,0,unknown,no,1.0
2432,40,self-employed,married,tertiary,no,1603,no,no,unknown,17,jun,279,1,-1,0,unknown,no,1.0
2433,36,management,single,secondary,no,1511,yes,no,cellular,16,nov,270,1,-1,0,unknown,yes,1.0
2434,46,blue-collar,married,primary,no,147,yes,no,cellular,6,may,116,2,169,3,failure,no,0.0
2435,37,entrepreneur,married,tertiary,no,836,yes,no,unknown,27,may,129,2,-1,0,unknown,no,1.0
2436,36,technician,married,secondary,no,55,yes,no,cellular,13,may,38,2,369,4,failure,no,0.0
2437,37,admin.,married,secondary,no,1123,no,yes,unknown,28,may,138,1,-1,0,unknown,no,1.0
2438,22,student,single,tertiary,no,691,no,no,cellular,19,aug,338,1,-1,0,unknown,yes,1.0
2439,51,services,married,secondary,no,0,no,yes,unknown,26,jun,565,3,-1,0,unknown,no,1.0
2440,49,technician,married,secondary,no,12531,no,no,cellular,13,aug,77,8,-1,0,unknown,no,0.0
2441,35,management,married,tertiary,no,552,yes,yes,cellular,19,nov,314,2,124,1,failure,no,0.0
2442,50,housemaid,married,primary,no,0,no,no,unknown,20,jun,179,2,-1,0,unknown,no,0.0
2443,31,services,married,tertiary,no,309,yes,yes,unknown,7,may,294,1,-1,0,unknown,no,1.0
2444,47,services,single,secondary,no,33,yes,no,cellular,5,may,298,1,-1,0,unknown,no,1.0
2445,59,blue-collar,married,secondary,no,681,yes,no,telephone,14,apr,427,2,-1,0,unknown,no,1.0
2446,32,blue-collar,married,secondary,no,1787,yes,no,cellular,12,may,87,4,357,4,failure,no,1.0
2447,71,retired,married,tertiary,no,14220,yes,no,cellular,9,sep,397,1,-1,0,unknown,yes,1.0
2448,31,management,single,tertiary,no,12569,no,no,cellular,9,sep,344,1,295,1,failure,yes,1.0
2449,41,blue-collar,married,primary,no,4,no,no,cellular,23,jul,74,5,-1,0,unknown,no,0.0
2450,35,blue-collar,married,primary,no,3587,yes,no,unknown,30,may,148,4,-1,0,unknown,no,0.0
2451,36,management,married,tertiary,no,254,no,no,unknown,6,jun,161,3,-1,0,unknown,no,1.0
2452,46,blue-collar,divorced,primary,no,1712,no,no,unknown,19,jun,110,1,-1,0,unknown,no,0.0
2453,46,blue-collar,married,secondary,no,4855,yes,no,cellular,10,aug,1529,1,397,1,failure,no,1.0
2454,47,technician,married,tertiary,no,2408,no,no,cellular,12,aug,236,1,104,1,success,no,1.0
2455,35,management,single,tertiary,no,252,yes,no,cellular,8,aug,89,2,-1,0,unknown,no,0.0
2456,37,blue-collar,married,secondary,no,346,yes,no,cellular,17,apr,390,1,316,1,failure,no,1.0
2457,56,admin.,married,secondary,no,45,no,no,unknown,5,may,1467,1,-1,0,unknown,yes,1.0
2458,46,admin.,married,secondary,no,556,yes,yes,unknown,15,may,646,3,-1,0,unknown,yes,1.0
2459,44,management,divorced,tertiary,no,-710,yes,no,cellular,10,jul,183,1,-1,0,unknown,no,1.0
2460,48,technician,single,tertiary,no,-551,yes,no,cellular,11,may,168,2,-1,0,unknown,no,0.0
2461,28,blue-collar,single,secondary,no,56,yes,no,unknown,23,may,66,1,-1,0,unknown,no,1.0
2462,38,entrepreneur,married,tertiary,no,1514,no,yes,cellular,21,nov,160,3,120,3,failure,no,0.0
2463,34,management,single,tertiary,no,178,yes,no,cellular,15,may,14,2,-1,0,unknown,no,0.0
2464,56,technician,married,secondary,no,359,yes,no,unknown,6,jun,220,4,-1,0,unknown,no,1.0
2465,55,retired,divorced,secondary,no,1580,no,yes,unknown,19,jun,1007,1,-1,0,unknown,yes,1.0
2466,44,blue-collar,divorced,secondary,no,221,no,no,cellular,30,jul,149,13,-1,0,unknown,no,0.0
2467,38,technician,married,tertiary,no,1161,yes,no,unknown,8,may,665,1,-1,0,unknown,no,1.0
2468,53,retired,married,secondary,no,1278,yes,no,telephone,15,jul,174,3,-1,0,unknown,no,1.0
2469,41,admin.,single,tertiary,no,982,no,no,cellular,23,jul,105,1,-1,0,unknown,no,1.0
2470,34,technician,single,secondary,no,16,no,no,cellular,13,aug,990,1,-1,0,unknown,yes,1.0
2471,34,management,single,tertiary,no,1,no,no,cellular,19,nov,582,1,-1,0,unknown,no,1.0
2472,35,services,married,secondary,no,128,yes,no,cellular,12,may,136,1,-1,0,unknown,no,0.0
2473,38,entrepreneur,single,secondary,no,2543,no,no,cellular,10,aug,223,1,414,4,failure,yes,1.0
2474,42,entrepreneur,married,tertiary,no,42045,no,no,cellular,8,aug,205,2,-1,0,unknown,no,1.0
2475,56,blue-collar,married,primary,no,828,yes,no,cellular,14,may,214,1,349,1,failure,no,1.0
2476,37,management,divorced,tertiary,no,0,yes,no,cellular,11,may,217,6,-1,0,unknown,no,1.0
2477,47,housemaid,married,secondary,no,3940,yes,no,cellular,9,nov,171,2,96,5,success,no,1.0
2478,29,blue-collar,married,secondary,no,125,yes,no,unknown,13,may,50,1,-1,0,unknown,no,0.0
2479,41,management,married,tertiary,no,140,yes,no,unknown,5,jun,65,3,-1,0,unknown,no,0.0
2480,43,technician,single,secondary,no,593,yes,no,unknown,5,may,55,1,-1,0,unknown,no,0.0
2481,38,self-employed,married,secondary,no,746,no,no,unknown,20,jun,256,3,-1,0,unknown,no,1.0
2482,31,technician,married,secondary,no,589,yes,yes,unknown,21,may,151,1,-1,0,unknown,no,0.0
2483,32,management,single,tertiary,no,2343,no,no,cellular,18,jul,226,1,-1,0,unknown,no,1.0
2484,40,management,married,tertiary,no,294,yes,no,cellular,23,jul,97,5,-1,0,unknown,no,0.0
2485,45,admin.,married,secondary,no,644,no,yes,telephone,22,jul,92,1,-1,0,unknown,no,0.0
2486,43,management,married,secondary,no,-26,yes,no,unknown,16,may,343,1,-1,0,unknown,no,1.0
2487,27,services,single,secondary,no,3354,yes,no,cellular,14,may,493,5,-1,0,unknown,no,1.0
2488,33,management,single,tertiary,no,23,no,no,cellular,20,aug,216,3,-1,0,unknown,no,1.0
2489,37,admin.,married,secondary,no,7,yes,no,cellular,27,may,224,7,105,1,other,no,0.0
2490,60,admin.,married,secondary,no,3735,no,no,cellular,22,dec,190,1,188,9,success,yes,1.0
2491,51,self-employed,married,unknown,no,2094,no,no,cellular,8,jun,458,6,-1,0,unknown,yes,1.0
2492,44,blue-collar,married,secondary,no,508,yes,no,cellular,20,apr,222,1,154,1,failure,no,1.0
2493,48,management,married,unknown,no,0,yes,no,cellular,8,may,612,1,344,1,other,no,1.0
2494,57,blue-collar,married,primary,no,93,yes,no,telephone,17,apr,137,1,-1,0,unknown,no,1.0
2495,29,technician,single,tertiary,no,0,yes,no,unknown,7,may,104,2,-1,0,unknown,no,0.0
2496,50,services,married,secondary,no,26394,no,no,cellular,25,aug,206,4,-1,0,unknown,no,1.0
2497,36,services,married,secondary,no,-11,yes,no,cellular,30,jul,172,28,-1,0,unknown,no,0.0
2498,49,technician,married,tertiary,no,523,yes,no,cellular,3,mar,152,2,-1,0,unknown,yes,0.0
2499,49,technician,married,secondary,yes,-74,yes,no,cellular,19,nov,114,1,-1,0,unknown,no,0.0
2500,35,management,married,tertiary,no,0,no,no,cellular,11,jul,89,1,-1,0,unknown,no,0.0
2501,39,technician,single,secondary,no,122,yes,no,unknown,2,jun,158,1,-1,0,unknown,no,0.0
2502,34,blue-collar,married,primary,no,351,no,yes,cellular,14,jul,326,11,-1,0,unknown,no,1.0
2503,57,self-employed,married,secondary,no,35,no,yes,unknown,26,jun,215,3,-1,0,unknown,no,1.0
2504,37,technician,divorced,secondary,no,2610,yes,no,cellular,13,may,53,1,-1,0,unknown,no,0.0
2505,25,services,single,secondary,no,64,no,no,cellular,21,jul,71,11,-1,0,unknown,no,0.0
2506,43,blue-collar,married,primary,no,60,no,no,cellular,8,may,487,2,367,2,other,no,1.0
2507,37,blue-collar,married,secondary,no,342,yes,no,cellular,12,may,340,2,175,1,failure,no,1.0
2508,36,blue-collar,single,tertiary,no,1830,no,no,cellular,14,oct,183,1,91,11,failure,no,1.0
2509,49,management,divorced,tertiary,no,1904,no,yes,cellular,17,nov,131,2,-1,0,unknown,no,0.0
2510,38,management,single,tertiary,no,16957,yes,no,telephone,29,jan,208,1,247,2,failure,no,0.0
2511,39,management,divorced,tertiary,no,26,no,no,unknown,18,jun,311,5,-1,0,unknown,no,1.0
2512,40,management,married,tertiary,no,0,no,no,cellular,10,nov,147,1,96,8,success,yes,0.0
2513,34,admin.,married,secondary,no,79,yes,no,unknown,23,may,83,1,-1,0,unknown,no,0.0
2514,39,blue-collar,married,primary,no,2303,yes,no,unknown,17,jun,775,3,-1,0,unknown,yes,1.0
2515,53,blue-collar,married,secondary,no,65,no,no,cellular,28,aug,25,18,-1,0,unknown,no,0.0
2516,44,management,married,tertiary,no,332,yes,no,cellular,23,jul,497,5,-1,0,unknown,no,1.0
2517,32,technician,divorced,secondary,no,-399,yes,no,unknown,2,jun,180,1,-1,0,unknown,no,0.0
2518,50,technician,divorced,secondary,no,-54,yes,yes,cellular,13,may,698,2,292,1,failure,yes,1.0
2519,29,services,married,primary,no,-102,no,no,unknown,4,jul,134,1,-1,0,unknown,no,0.0
2520,55,unemployed,married,tertiary,no,4809,yes,no,cellular,21,nov,223,2,186,3,other,no,1.0
2521,73,retired,married,primary,no,279,no,no,cellular,28,jan,399,3,-1,0,unknown,yes,1.0
2522,52,technician,married,secondary,no,11,yes,no,unknown,13,may,420,1,-1,0,unknown,no,1.0
2523,49,services,married,secondary,no,2201,yes,no,unknown,15,may,233,3,-1,0,unknown,no,1.0
2524,63,retired,married,primary,no,8044,no,no,cellular,12,nov,702,1,-1,0,unknown,no,1.0
2525,34,admin.,married,secondary,no,2374,yes,no,cellular,9,nov,161,1,209,2,failure,yes,0.0
2526,32,admin.,single,secondary,no,92,yes,no,cellular,18,may,110,1,315,2,failure,no,1.0
2527,49,housemaid,married,tertiary,no,443,no,no,cellular,8,aug,27,6,-1,0,unknown,no,0.0
2528,40,blue-collar,married,primary,no,1397,yes,no,telephone,12,may,58,2,334,1,failure,no,1.0
2529,53,entrepreneur,married,unknown,no,7,no,no,cellular,20,nov,68,1,-1,0,unknown,no,0.0
2530,53,technician,married,tertiary,no,3177,no,no,cellular,8,aug,92,2,-1,0,unknown,no,0.0
2531,43,blue-collar,married,primary,no,232,no,yes,cellular,15,may,45,1,-1,0,unknown,no,1.0
2532,35,management,single,secondary,no,81,yes,no,cellular,29,jan,79,1,-1,0,unknown,no,0.0
2533,35,services,single,secondary,no,414,yes,no,cellular,20,apr,11,5,319,2,other,no,1.0
2534,25,student,single,tertiary,no,1433,yes,no,cellular,15,may,520,1,-1,0,unknown,no,1.0
2535,31,technician,single,unknown,no,187,no,no,cellular,17,jul,86,1,-1,0,unknown,no,0.0
2536,48,management,married,tertiary,no,0,no,no,cellular,28,aug,16,16,-1,0,unknown,no,0.0
2537,40,housemaid,married,secondary,no,4610,no,no,cellular,14,aug,154,2,-1,0,unknown,no,1.0
2538,46,blue-collar,married,primary,no,1429,yes,no,unknown,14,may,91,1,-1,0,unknown,no,1.0
2539,30,services,single,secondary,no,334,no,no,cellular,29,jan,389,2,-1,0,unknown,no,0.0
2540,47,services,married,secondary,no,2,no,yes,cellular,21,jul,71,15,-1,0,unknown,no,0.0
2541,23,services,single,secondary,no,500,yes,no,unknown,4,jun,111,3,-1,0,unknown,no,0.0
2542,29,technician,married,tertiary,no,43,yes,no,unknown,20,may,68,2,-1,0,unknown,no,0.0
2543,38,technician,married,secondary,no,4030,yes,no,cellular,19,nov,75,2,177,5,failure,no,0.0
2544,56,housemaid,married,primary,no,306,no,yes,cellular,8,jul,212,1,-1,0,unknown,no,1.0
2545,52,admin.,married,secondary,no,0,no,no,cellular,22,apr,91,2,275,1,failure,no,0.0
2546,55,retired,married,secondary,no,168,no,no,cellular,19,aug,79,2,-1,0,unknown,no,0.0
2547,43,entrepreneur,married,tertiary,no,210,no,no,cellular,29,jul,646,2,-1,0,unknown,no,1.0
2548,34,blue-collar,married,secondary,no,518,yes,no,cellular,11,may,206,1,-1,0,unknown,no,1.0
2549,43,management,single,tertiary,no,1696,yes,no,cellular,26,aug,257,1,474,3,failure,yes,1.0
2550,55,services,married,secondary,no,-31,no,yes,cellular,13,aug,81,2,-1,0,unknown,no,0.0
2551,34,blue-collar,married,secondary,no,856,yes,no,cellular,20,apr,470,1,150,5,other,no,1.0
2552,34,management,single,tertiary,no,318,yes,no,unknown,9,may,133,2,-1,0,unknown,no,1.0
2553,43,self-employed,married,tertiary,no,64,no,no,unknown,6,jun,230,2,-1,0,unknown,no,1.0
2554,39,blue-collar,married,primary,no,800,yes,no,cellular,19,nov,76,6,-1,0,unknown,no,0.0
2555,39,technician,single,unknown,no,75,no,no,unknown,6,jun,26,1,-1,0,unknown,no,1.0
2556,34,technician,single,secondary,no,347,yes,no,cellular,6,feb,154,2,197,6,failure,no,0.0
2557,55,management,married,tertiary,no,2366,yes,yes,cellular,30,jul,94,4,-1,0,unknown,no,0.0
2558,67,retired,married,tertiary,no,701,no,no,cellular,6,aug,254,2,-1,0,unknown,yes,1.0
2559,34,entrepreneur,married,tertiary,no,475,yes,yes,cellular,9,jul,1156,1,-1,0,unknown,no,1.0
2560,47,blue-collar,married,secondary,no,3285,no,no,cellular,31,jul,248,5,-1,0,unknown,no,1.0
2561,33,blue-collar,married,primary,no,925,no,no,cellular,20,nov,884,3,-1,0,unknown,no,1.0
2562,45,entrepreneur,married,secondary,no,128,no,yes,cellular,18,nov,275,2,-1,0,unknown,no,1.0
2563,36,blue-collar,married,secondary,no,1587,yes,no,cellular,28,jul,200,2,-1,0,unknown,no,0.0
2564,59,technician,divorced,secondary,no,879,yes,no,unknown,26,may,228,1,-1,0,unknown,no,1.0
2565,33,services,married,secondary,no,478,no,no,cellular,30,apr,475,2,-1,0,unknown,yes,1.0
2566,52,technician,divorced,secondary,no,280,no,no,cellular,14,jul,393,5,-1,0,unknown,no,1.0
2567,53,blue-collar,married,primary,no,1868,no,no,cellular,8,aug,156,4,-1,0,unknown,no,1.0
2568,41,unemployed,married,primary,no,819,no,no,cellular,9,feb,244,3,-1,0,unknown,no,0.0
2569,45,blue-collar,married,secondary,no,4646,yes,no,unknown,13,may,118,1,-1,0,unknown,no,0.0
2570,60,self-employed,single,secondary,no,27,no,no,cellular,22,aug,40,2,-1,0,unknown,no,0.0
2571,32,blue-collar,married,secondary,no,736,yes,no,unknown,23,may,700,3,-1,0,unknown,no,1.0
2572,28,management,single,tertiary,no,224,yes,no,cellular,2,feb,97,3,-1,0,unknown,no,0.0
2573,31,technician,single,secondary,no,2544,no,no,cellular,15,jul,252,1,184,3,success,yes,1.0
2574,53,blue-collar,married,secondary,no,427,no,yes,cellular,14,aug,360,4,-1,0,unknown,no,1.0
2575,58,management,married,tertiary,no,2764,no,no,cellular,17,nov,235,1,-1,0,unknown,no,1.0
2576,38,blue-collar,married,secondary,no,376,yes,no,unknown,7,may,1521,1,-1,0,unknown,no,1.0
2577,46,management,married,tertiary,no,523,yes,no,cellular,6,may,105,4,366,2,failure,no,1.0
2578,53,entrepreneur,married,tertiary,no,71,no,yes,cellular,29,jan,86,1,-1,0,unknown,no,0.0
2579,56,retired,married,secondary,no,3948,no,no,cellular,3,apr,484,1,135,3,failure,no,1.0
2580,52,services,single,secondary,no,1810,no,no,telephone,19,nov,117,1,-1,0,unknown,no,1.0
2581,38,technician,married,secondary,no,994,no,no,unknown,9,jun,119,1,-1,0,unknown,no,1.0
2582,37,services,married,primary,no,52,yes,no,unknown,7,may,359,1,-1,0,unknown,no,1.0
2583,37,blue-collar,married,primary,no,11,no,no,telephone,30,jul,109,8,-1,0,unknown,no,0.0
2584,37,technician,married,secondary,yes,0,no,no,unknown,18,jun,236,1,-1,0,unknown,no,1.0
2585,66,retired,married,primary,no,747,no,no,telephone,28,jan,203,3,93,1,failure,no,0.0
2586,44,blue-collar,married,primary,no,2657,yes,no,unknown,20,jun,202,2,-1,0,unknown,no,0.0
2587,61,retired,married,secondary,no,313,no,yes,unknown,3,jul,42,1,-1,0,unknown,no,0.0
2588,34,admin.,married,secondary,no,61,no,yes,unknown,5,may,21,1,-1,0,unknown,no,0.0
2589,33,admin.,single,secondary,no,2557,yes,no,cellular,18,may,186,1,-1,0,unknown,no,1.0
2590,30,services,divorced,secondary,no,0,yes,no,cellular,13,may,172,1,-1,0,unknown,no,0.0
2591,27,services,divorced,secondary,no,10,yes,no,cellular,22,jul,527,1,-1,0,unknown,no,1.0
2592,37,services,married,secondary,no,658,yes,no,telephone,23,jul,175,1,-1,0,unknown,no,0.0
2593,38,blue-collar,married,primary,no,1679,yes,no,unknown,20,jun,21,18,-1,0,unknown,no,0.0
2594,35,management,single,tertiary,no,0,no,yes,cellular,14,aug,370,4,-1,0,unknown,no,1.0
2595,50,technician,married,secondary,no,841,yes,no,unknown,29,may,54,2,-1,0,unknown,no,1.0
2596,39,management,married,secondary,no,0,yes,no,cellular,27,aug,63,3,-1,0,unknown,no,0.0
2597,35,management,married,secondary,no,1160,yes,no,unknown,27,may,116,3,-1,0,unknown,no,1.0
2598,36,admin.,divorced,secondary,no,-37,yes,no,unknown,27,may,151,1,-1,0,unknown,no,0.0
2599,28,services,single,secondary,no,94,yes,no,cellular,16,apr,300,1,-1,0,unknown,no,1.0
2600,39,self-employed,married,tertiary,no,585,yes,no,cellular,18,nov,48,1,181,3,failure,no,0.0
2601,39,self-employed,married,secondary,no,235,no,no,unknown,9,jun,217,1,-1,0,unknown,no,1.0
2602,30,blue-collar,single,secondary,no,2145,yes,no,cellular,18,may,727,2,-1,0,unknown,yes,1.0
2603,32,services,married,secondary,no,1464,yes,no,unknown,3,jun,193,1,-1,0,unknown,no,1.0
2604,28,technician,married,secondary,no,232,yes,yes,cellular,29,jan,72,1,261,1,failure,no,0.0
2605,47,technician,married,primary,no,187,yes,no,unknown,9,may,165,1,-1,0,unknown,no,1.0
2606,53,management,married,tertiary,no,12,no,no,cellular,27,aug,345,10,-1,0,unknown,no,1.0
2607,57,blue-collar,married,primary,no,318,yes,no,unknown,27,may,206,2,-1,0,unknown,no,0.0
2608,47,services,married,secondary,no,405,no,yes,cellular,8,aug,994,2,-1,0,unknown,yes,1.0
2609,56,management,married,tertiary,no,334,yes,no,unknown,15,may,127,2,-1,0,unknown,no,1.0
2610,38,admin.,married,primary,no,0,yes,no,unknown,2,jun,29,32,-1,0,unknown,no,0.0
2611,52,blue-collar,married,primary,no,2,no,no,unknown,9,jun,70,3,-1,0,unknown,no,0.0
2612,46,technician,married,secondary,no,966,yes,yes,cellular,19,aug,40,2,-1,0,unknown,no,0.0
2613,57,blue-collar,married,primary,yes,195,no,yes,telephone,30,jul,185,4,-1,0,unknown,no,0.0
2614,42,blue-collar,divorced,unknown,no,0,no,no,cellular,7,jul,64,2,-1,0,unknown,no,0.0
2615,57,unemployed,married,secondary,no,0,no,no,unknown,19,jun,97,1,-1,0,unknown,no,0.0
2616,51,housemaid,married,secondary,no,260,no,no,cellular,27,aug,316,5,-1,0,unknown,no,1.0
2617,53,self-employed,married,tertiary,no,451,yes,no,cellular,2,feb,125,1,249,2,failure,no,0.0
2618,37,blue-collar,married,primary,no,3242,yes,no,unknown,21,may,233,1,-1,0,unknown,no,0.0
2619,47,self-employed,divorced,secondary,no,8515,yes,no,unknown,20,nov,14,7,112,4,other,no,0.0
2620,48,management,married,tertiary,no,1808,yes,no,cellular,26,feb,245,1,-1,0,unknown,yes,1.0
2621,39,blue-collar,married,primary,no,20,yes,no,unknown,7,may,109,1,-1,0,unknown,no,0.0
2622,42,blue-collar,married,secondary,no,3068,yes,yes,cellular,11,may,429,2,-1,0,unknown,no,1.0
2623,36,management,married,tertiary,no,23,no,no,cellular,26,aug,133,11,-1,0,unknown,no,1.0
2624,34,technician,single,secondary,no,1076,no,no,cellular,8,aug,70,2,-1,0,unknown,no,0.0
2625,61,retired,married,primary,no,1060,yes,no,unknown,13,may,118,1,-1,0,unknown,no,0.0
2626,32,admin.,single,secondary,no,678,yes,no,cellular,4,feb,1579,1,246,4,failure,yes,1.0
2627,35,blue-collar,single,primary,no,1147,yes,yes,telephone,7,may,29,1,-1,0,unknown,no,1.0
2628,54,blue-collar,married,secondary,no,-630,no,no,unknown,23,may,173,1,-1,0,unknown,no,0.0
2629,31,management,married,tertiary,no,459,no,no,cellular,28,aug,13,14,-1,0,unknown,no,0.0
2630,45,technician,divorced,secondary,no,976,yes,no,cellular,17,apr,183,1,338,2,failure,no,1.0
2631,32,housemaid,married,tertiary,no,357,yes,no,cellular,18,nov,175,2,-1,0,unknown,no,1.0
2632,52,unemployed,married,secondary,no,-9,no,no,unknown,9,jun,123,1,-1,0,unknown,no,0.0
